,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Austin Rivers,Away,-1.4482758620689655,13.32984354987107,29,LAC,622.8620689655172
Austin Rivers,Home,-0.20833333333333334,13.68585168091062,24,LAC,628.125
Avery Bradley,Away,-1.0,9.38083151964686,4,LAC,488.0
Avery Bradley,Home,3.5,16.263455967290593,2,LAC,505.5
Blake Griffin,Away,0.42857142857142855,12.732238220748547,14,LAC,657.8571428571429
Blake Griffin,Home,1.5625,14.0616203428576,16,LAC,583.625
Boban Marjanovic,Away,5.285714285714286,11.898379241368488,7,LAC,160.14285714285714
Boban Marjanovic,Home,1.8888888888888888,5.710613899670605,9,LAC,170.77777777777777
Brice Johnson,Away,3.6,5.128352561983234,5,LAC,45.6
Brice Johnson,Home,3.5,8.386497083606082,4,LAC,80.75
C.J. Williams,Away,1.5333333333333334,8.339807009300692,15,LAC,359.3333333333333
C.J. Williams,Home,-1.0555555555555556,12.58136914938921,18,LAC,361.27777777777777
Danilo Gallinari,Away,-0.875,12.597477071677035,8,LAC,609.375
Danilo Gallinari,Home,2.0833333333333335,14.61915513871089,12,LAC,527.3333333333334
DeAndre Jordan,Away,-0.45714285714285713,13.748460570813988,35,LAC,583.7428571428571
DeAndre Jordan,Home,-1.7878787878787878,13.123827508956694,33,LAC,566.4545454545455
Jamil Wilson,Away,-3.5,5.477225575051661,8,LAC,328.125
Jamil Wilson,Home,4.833333333333333,9.239408350466315,6,LAC,276.6666666666667
Jawun Evans,Away,0.6666666666666666,10.864314673891462,21,LAC,314.95238095238096
Jawun Evans,Home,1.0,7.238784428341543,21,LAC,283.6190476190476
Lou Williams,Away,0.17142857142857143,12.636282295521134,35,LAC,622.1714285714286
Lou Williams,Home,2.861111111111111,11.128220953382511,36,LAC,593.8888888888889
Milos Teodosic,Away,1.105263157894737,8.385799748795613,19,LAC,495.0
Milos Teodosic,Home,2.3181818181818183,15.245253324157945,22,LAC,448.72727272727275
Montrezl Harrell,Away,0.35294117647058826,9.04159530352905,34,LAC,287.70588235294116
Montrezl Harrell,Home,2.393939393939394,7.582625674607189,33,LAC,355.45454545454544
Patrick Beverley,Away,0.25,19.36276495407272,4,LAC,498.0
Patrick Beverley,Home,6.333333333333333,12.372011423639515,6,LAC,544.8333333333334
Sam Dekker,Away,-0.45714285714285713,6.988826616749883,35,LAC,208.77142857142857
Sam Dekker,Home,2.2666666666666666,8.208210075508434,30,LAC,224.46666666666667
Sean Kilpatrick,Home,1.5,3.5355339059327378,2,LAC,40.5
Sindarius Thornwell,Away,-1.7586206896551724,8.386448134655751,29,LAC,250.72413793103448
Sindarius Thornwell,Home,0.23529411764705882,9.355143856592484,34,LAC,268.88235294117646
Tobias Harris,Away,2.857142857142857,14.17395847676643,14,LAC,684.7142857142857
Tobias Harris,Home,-7.0,12.884098726725126,13,LAC,666.5384615384615
Tyrone Wallace,Away,2.7857142857142856,10.663947684595055,14,LAC,507.14285714285717
Tyrone Wallace,Home,-2.3333333333333335,10.614455552060438,15,LAC,512.4666666666667
Wesley Johnson,Away,0.06060606060606061,9.633727841350519,33,LAC,361.45454545454544
Wesley Johnson,Home,-1.2727272727272727,9.000946919882677,33,LAC,372.3333333333333
Willie Reed,Away,-0.5882352941176471,6.982646557085392,17,LAC,189.94117647058823
Willie Reed,Home,2.5294117647058822,8.04765219690519,17,LAC,241.7058823529412
