,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Aaron Brooks,Away,1.5454545454545454,5.68090901817018,11,MIN,85.72727272727273
Aaron Brooks,Home,-2.8125,5.306835215078758,16,MIN,90.625
Andrew Wiggins,Away,-1.6666666666666667,13.037059188356158,39,MIN,692.3076923076923
Andrew Wiggins,Home,4.40625,12.146576246668403,32,MIN,689.25
Anthony Brown,Home,3.0,,1,MIN,47.0
Cole Aldrich,Away,2.625,7.170126518110701,8,MIN,43.125
Cole Aldrich,Home,-1.0,2.598076211353316,9,MIN,30.666666666666668
Derrick Rose,Away,-5.0,9.41629792788369,7,MIN,323.0
Derrick Rose,Home,2.6,12.177848742696716,5,MIN,409.2
Gorgui Dieng,Away,-1.6216216216216217,8.596999965593138,37,MIN,331.6216216216216
Gorgui Dieng,Home,-0.9354838709677419,9.753411313897537,31,MIN,291.8709677419355
Jamal Crawford,Away,-3.1315789473684212,10.557874101714457,38,MIN,423.2368421052632
Jamal Crawford,Home,-1.2903225806451613,8.438773798710715,31,MIN,391.2903225806452
Jeff Teague,Away,-3.8285714285714287,12.462852365154225,35,MIN,622.1142857142858
Jeff Teague,Home,5.666666666666667,10.575734198917532,27,MIN,633.1481481481482
Jimmy Butler,Away,0.5769230769230769,10.673979864785494,26,MIN,696.7307692307693
Jimmy Butler,Home,8.68,9.3305948363435,25,MIN,684.96
Justin Patton,Home,3.0,,1,MIN,47.0
Karl-Anthony Towns,Away,-0.8461538461538461,12.044956274720096,39,MIN,682.5384615384615
Karl-Anthony Towns,Home,6.28125,12.197922549193738,32,MIN,689.75
Marcus Georges-Hunt,Away,0.6666666666666666,5.10228706888718,21,MIN,88.0
Marcus Georges-Hunt,Home,-0.2222222222222222,2.9416992999356393,18,MIN,90.16666666666667
Nemanja Bjelica,Away,-0.20588235294117646,9.904940339913962,34,MIN,410.29411764705884
Nemanja Bjelica,Home,1.1923076923076923,8.858980667183921,26,MIN,347.15384615384613
Shabazz Muhammad,Away,-3.75,10.216964502060465,12,MIN,219.83333333333334
Shabazz Muhammad,Home,-4.416666666666667,9.019759453891252,12,MIN,210.91666666666666
Taj Gibson,Away,-2.076923076923077,11.119884075940188,39,MIN,630.3076923076923
Taj Gibson,Home,4.90625,10.287353260036044,32,MIN,614.4375
Tyus Jones,Away,1.9743589743589745,8.222200945857628,39,MIN,344.4102564102564
Tyus Jones,Home,1.6451612903225807,9.548292647019062,31,MIN,342.3225806451613
