,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Aaron Jackson,Away,0.0,0.0,2,HOU,31.5
Aaron Jackson,Home,-1.25,2.6299556396765835,4,HOU,35.75
Bobby Brown,Away,-1.8,9.150591966279194,10,HOU,141.4
Bobby Brown,Home,-4.8,5.7115866641610396,10,HOU,67.3
Briante Weber,Away,-2.4285714285714284,4.649628761422531,7,HOU,157.14285714285714
Briante Weber,Home,-7.6,5.9833101206606365,5,HOU,157.8
Chinanu Onuaku,Home,-3.0,,1,HOU,59.0
Chris Paul,Away,7.032258064516129,13.583038125956316,31,HOU,593.3870967741935
Chris Paul,Home,9.0,11.754848811798274,35,HOU,647.6285714285714
Clint Capela,Away,3.789473684210526,10.994243935601258,38,HOU,500.07894736842104
Clint Capela,Home,6.159090909090909,10.956453300305528,44,HOU,559.9090909090909
Demetrius Jackson,Away,-0.7142857142857143,3.817254061682111,7,HOU,64.14285714285714
Demetrius Jackson,Home,-4.0,6.59545297913646,5,HOU,73.2
Eric Gordon,Away,6.277777777777778,13.84941692658392,36,HOU,566.0555555555555
Eric Gordon,Home,7.906976744186046,11.445136112877972,43,HOU,600.0
Gerald Green,Away,2.76,10.985900054160332,25,HOU,337.72
Gerald Green,Home,1.3846153846153846,9.299793215236233,26,HOU,409.65384615384613
Isaiah Canaan,Away,-2.0,,1,HOU,129.0
James Harden,Away,5.722222222222222,11.799784770703264,36,HOU,654.6388888888889
James Harden,Home,7.511111111111111,12.350234120383417,45,HOU,663.1333333333333
Joe Johnson,Away,-1.2222222222222223,9.67958906382107,9,HOU,294.55555555555554
Joe Johnson,Home,1.6666666666666667,8.989411761039975,15,HOU,336.8
Luc Mbah a Moute,Away,2.7419354838709675,11.851772699855168,31,HOU,459.19354838709677
Luc Mbah a Moute,Home,4.290322580645161,14.17319899996021,31,HOU,417.8709677419355
Markel Brown,Away,-0.5,0.7071067811865476,2,HOU,160.0
Markel Brown,Home,-7.5,2.1213203435596424,2,HOU,93.5
Nene,Away,4.5,10.910704755462385,24,HOU,231.58333333333334
Nene,Home,4.9411764705882355,11.765231717303905,34,HOU,240.91176470588235
PJ Tucker,Away,5.2682926829268295,11.664099601434957,41,HOU,501.6585365853659
PJ Tucker,Home,7.645833333333333,10.201146333859873,48,HOU,540.7083333333334
Qi Qi,Away,0.0,,1,HOU,91.0
Qi Qi,Home,0.0,,1,HOU,27.0
RJ Hunter,Away,2.0,,1,HOU,7.0
RJ Hunter,Home,-0.6666666666666666,3.5118845842842465,3,HOU,79.0
Ryan Anderson,Away,4.580645161290323,12.740419128501717,31,HOU,479.0
Ryan Anderson,Home,1.0789473684210527,11.782675277705728,38,HOU,441.63157894736844
Tarik Black,Away,-2.5384615384615383,6.224022938458818,26,HOU,153.1153846153846
Tarik Black,Home,-1.0344827586206897,4.419783112169724,29,HOU,155.0344827586207
Tim Quarterman,Away,-3.5,9.192388155425117,2,HOU,35.0
Tim Quarterman,Home,-3.0,,1,HOU,35.0
Trevor Ariza,Away,3.4,12.815890871239871,35,HOU,620.0
Trevor Ariza,Home,6.690476190476191,13.065478803054932,42,HOU,638.3571428571429
Troy Williams,Away,5.0,,1,HOU,54.0
Troy Williams,Home,-9.0,7.0,3,HOU,71.66666666666667
Zhou Qi,Away,-2.875,5.617256574927962,8,HOU,75.625
Zhou Qi,Home,-3.9,4.771442828607157,10,HOU,78.9
