,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Aaron Brooks,Away,1.5454545454545454,5.68090901817018,11,MIN,85.72727272727273
Aaron Brooks,Home,-2.8125,5.306835215078758,16,MIN,90.625
Aaron Gordon,Away,-2.8636363636363638,12.139253348598993,22,ORL,654.6363636363636
Aaron Gordon,Home,0.4,11.81453906563152,25,ORL,606.28
Aaron Harrison,Away,-8.2,6.496152707564686,5,DAL,445.8
Aaron Harrison,Home,-7.25,14.056433876817168,4,DAL,544.5
Aaron Jackson,Away,0.0,0.0,2,HOU,31.5
Aaron Jackson,Home,-1.25,2.6299556396765835,4,HOU,35.75
Abdel Nader,Away,-3.4782608695652173,6.754591470167071,23,BOS,157.69565217391303
Abdel Nader,Home,-0.6923076923076923,7.877914601056453,26,BOS,162.30769230769232
Adreian Payne,Away,-3.6666666666666665,15.821925715074425,3,ORL,169.66666666666666
Adreian Payne,Home,-1.5,0.7071067811865476,2,ORL,113.0
Al Horford,Away,2.9473684210526314,11.467810103210645,38,BOS,599.4473684210526
Al Horford,Home,3.95,10.570762774796608,40,BOS,610.9
Al Jefferson,Away,-0.35294117647058826,4.782012866860934,17,IND,248.7058823529412
Al Jefferson,Home,-0.7142857142857143,8.165863008973313,14,IND,307.2142857142857
Al-Farouq Aminu,Away,3.393939393939394,13.451160251859768,33,POR,580.1212121212121
Al-Farouq Aminu,Home,2.71875,12.967041035864986,32,POR,564.53125
Alan Williams,Away,-3.0,2.8284271247461903,2,PHX,290.0
Alan Williams,Home,2.0,7.0,3,PHX,157.66666666666666
Alec Burks,Away,-1.5,11.226621799857561,28,UTA,349.42857142857144
Alec Burks,Home,0.15789473684210525,8.361838397985554,38,UTA,263.5
Alec Peters,Away,3.5,11.186726828829654,8,PHX,239.375
Alec Peters,Home,0.18181818181818182,3.894051407420858,11,PHX,206.63636363636363
Alex Abrines,Away,-1.3333333333333333,9.633639890708997,39,OKC,269.94871794871796
Alex Abrines,Home,2.085714285714286,10.21927656174243,35,OKC,274.45714285714286
Alex Caruso,Away,2.0,8.135220844071672,12,LAL,213.66666666666666
Alex Caruso,Home,0.8571428571428571,12.11315695549973,21,LAL,301.3333333333333
Alex Len,Away,-2.4705882352941178,10.762548121506178,34,PHX,361.97058823529414
Alex Len,Home,-5.84375,8.436133401872777,32,PHX,363.8125
Alex Poythress,Away,0.42857142857142855,6.629935441317958,14,IND,102.0
Alex Poythress,Home,-3.625,5.475595205741825,8,IND,40.875
Alfonzo McKinnie,Away,-1.1666666666666667,9.948199167018455,6,TOR,75.0
Alfonzo McKinnie,Home,-0.5,2.949576240750525,6,TOR,45.0
Allen Crabbe,Away,-1.4375,10.779124089137866,32,BKN,527.40625
