,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Cody Zeller,Away,1.2,8.486964794823377,15,CHA,345.46666666666664
Cody Zeller,Home,0.23076923076923078,10.150154729147777,13,CHA,365.7692307692308
Dwayne Bacon,Away,-0.6086956521739131,6.597100812511113,23,CHA,247.65217391304347
Dwayne Bacon,Home,1.3478260869565217,10.956976588839616,23,CHA,266.30434782608694
Dwight Howard,Away,-0.7222222222222222,12.318652781420798,36,CHA,571.6944444444445
Dwight Howard,Home,2.7058823529411766,11.897362610118632,34,CHA,578.5
Frank Kaminsky,Away,-2.25,12.977728174508378,36,CHA,443.97222222222223
Frank Kaminsky,Home,-0.45454545454545453,10.779294124300618,33,CHA,435.3939393939394
Jeremy Lamb,Away,1.2285714285714286,13.83322027560023,35,CHA,456.45714285714286
Jeremy Lamb,Home,2.088235294117647,15.345254220588009,34,CHA,464.6764705882353
Johnny O'Bryant III,Away,-0.5,4.669870694964938,14,CHA,156.21428571428572
Johnny O'Bryant III,Home,-3.8823529411764706,5.977900477395643,17,CHA,187.58823529411765
Julyan Stone,Away,1.8181818181818181,6.794382706591995,11,CHA,164.54545454545453
Julyan Stone,Home,3.0,7.280109889280518,9,CHA,130.88888888888889
Kemba Walker,Away,0.7428571428571429,12.535462302047355,35,CHA,642.0571428571428
Kemba Walker,Home,3.8285714285714287,16.01008085787296,35,CHA,651.6857142857143
Malik Monk,Away,-3.0357142857142856,7.890369858754184,28,CHA,244.25
Malik Monk,Home,-2.962962962962963,8.308852931484408,27,CHA,261.85185185185185
Mangok Mathiang,Home,0.6666666666666666,4.041451884327381,3,CHA,74.0
Marcus Paige,Away,-0.5,10.606601717798213,2,CHA,118.5
Marcus Paige,Home,3.0,8.888194417315589,3,CHA,85.66666666666667
Marvin Williams,Away,-0.24242424242424243,10.57127683581288,33,CHA,454.3030303030303
Marvin Williams,Home,2.2857142857142856,13.149751571286608,35,CHA,505.0571428571429
Michael Carter-Williams,Away,0.5454545454545454,6.843330244199007,22,CHA,282.1363636363636
Michael Carter-Williams,Home,-2.4761904761904763,9.362793640890775,21,CHA,277.1904761904762
Michael Kidd-Gilchrist,Away,0.03125,12.942763266309942,32,CHA,497.25
Michael Kidd-Gilchrist,Home,1.8484848484848484,11.586957139714281,33,CHA,446.1212121212121
Nicolas Batum,Away,-1.04,13.195580068088457,25,CHA,617.36
Nicolas Batum,Home,-0.7241379310344828,11.928047833704923,29,CHA,557.3103448275862
Treveon Graham,Away,-1.6551724137931034,8.702527802183871,29,CHA,282.41379310344826
Treveon Graham,Home,-0.3076923076923077,9.319953780010847,26,CHA,293.84615384615387
Willy Hernangomez,Away,2.6,7.15231120376872,10,CHA,268.7
Willy Hernangomez,Home,1.2,12.976902558006667,10,CHA,179.2
