,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Alfonzo McKinnie,Away,-1.1666666666666667,9.948199167018455,6,TOR,75.0
Alfonzo McKinnie,Home,-0.5,2.949576240750525,6,TOR,45.0
Bruno Caboclo,Away,2.0,,1,TOR,0.0
Bruno Caboclo,Home,8.0,,1,TOR,68.0
CJ Miles,Away,1.25,10.49455641205069,36,TOR,337.1388888888889
CJ Miles,Home,4.4,10.058291642681215,40,TOR,363.9
DeMar DeRozan,Away,0.3170731707317073,12.64404805509344,41,TOR,647.439024390244
DeMar DeRozan,Home,7.363636363636363,12.306343437224802,44,TOR,651.1136363636364
Delon Wright,Away,1.4594594594594594,9.836424922463204,37,TOR,335.4864864864865
Delon Wright,Home,4.0256410256410255,10.786168480944715,39,TOR,408.6923076923077
Fred VanVleet,Away,2.864864864864865,11.316561516846209,37,TOR,337.2162162162162
Fred VanVleet,Home,5.45,9.483994614409788,40,TOR,390.0
Jakob Poeltl,Away,1.2439024390243902,10.190143492132185,41,TOR,318.5121951219512
Jakob Poeltl,Home,3.911111111111111,10.767844011057397,45,TOR,343.02222222222224
Jonas Valanciunas,Away,0.15789473684210525,10.975467276365327,38,TOR,408.2631578947368
Jonas Valanciunas,Home,4.068181818181818,9.416456962871715,44,TOR,452.84090909090907
Kyle Lowry,Away,1.7857142857142858,12.158577649254935,42,TOR,622.6904761904761
Kyle Lowry,Home,6.7560975609756095,11.222255762111462,41,TOR,608.219512195122
Lorenzo Brown,Away,0.875,9.642724866817618,8,TOR,158.375
Lorenzo Brown,Home,1.5555555555555556,8.03291838485726,9,TOR,144.33333333333334
Lucas Nogueira,Away,-0.6538461538461539,9.094799866703204,26,TOR,159.76923076923077
Lucas Nogueira,Home,2.5,7.9158069708653205,26,TOR,140.80769230769232
Malachi Richardson,Away,-12.0,,1,TOR,114.0
Malcolm Miller,Away,0.75,3.955105199973465,8,TOR,122.5
Malcolm Miller,Home,0.14285714285714285,5.520524474738834,7,TOR,189.71428571428572
Nigel Hayes,Away,1.5,0.7071067811865476,2,TOR,55.0
Norman Powell,Away,-2.0,9.547330263037681,34,TOR,273.02941176470586
Norman Powell,Home,0.8108108108108109,6.903452589658138,37,TOR,267.4864864864865
OG Anunoby,Away,0.8648648648648649,11.025632161675109,37,TOR,400.94594594594594
OG Anunoby,Home,5.023809523809524,9.721708409629365,42,TOR,393.5
Pascal Siakam,Away,3.1707317073170733,9.265264267748627,41,TOR,373.0243902439024
Pascal Siakam,Home,3.422222222222222,9.374745787799187,45,TOR,373.06666666666666
Serge Ibaka,Away,1.1,11.952469973253999,40,TOR,515.125
Serge Ibaka,Home,5.439024390243903,11.271754034949053,41,TOR,530.8536585365854
