,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Alan Williams,Away,-3.0,2.8284271247461903,2,PHX,290.0
Alan Williams,Home,2.0,7.0,3,PHX,157.66666666666666
Alec Peters,Away,3.5,11.186726828829654,8,PHX,239.375
Alec Peters,Home,0.18181818181818182,3.894051407420858,11,PHX,206.63636363636363
Alex Len,Away,-2.4705882352941178,10.762548121506178,34,PHX,361.97058823529414
Alex Len,Home,-5.84375,8.436133401872777,32,PHX,363.8125
Danuel House,Away,7.375,11.173150214433068,8,PHX,378.75
Danuel House,Home,-3.5,9.756654533819862,14,PHX,305.42857142857144
Davon Reed,Away,-3.25,10.80674392616547,8,PHX,211.125
Davon Reed,Home,-4.181818181818182,10.897873020164823,11,PHX,205.36363636363637
Derrick Jones Jr.,Away,-1.6666666666666667,13.203534880225574,3,PHX,66.0
Derrick Jones Jr.,Home,1.6666666666666667,2.0816659994661326,3,PHX,114.33333333333333
Devin Booker,Away,-7.0,11.638794545035084,27,PHX,638.0370370370371
Devin Booker,Home,-7.833333333333333,13.356863295753584,24,PHX,622.7916666666666
Dragan Bender,Away,-4.769230769230769,12.49939269779797,39,PHX,477.12820512820514
Dragan Bender,Home,-7.815789473684211,12.89637548736999,38,PHX,444.8421052631579
Elfrid Payton,Away,-14.5,13.75378735718517,10,PHX,518.1
Elfrid Payton,Home,-10.375,6.674846172652328,8,PHX,542.375
Eric Bledsoe,Away,-23.0,,1,PHX,330.0
Eric Bledsoe,Home,-23.0,24.041630560342615,2,PHX,489.5
Greg Monroe,Away,-6.888888888888889,5.688682721958671,9,PHX,502.1111111111111
Greg Monroe,Home,-5.7,7.902882737049535,10,PHX,414.1
Isaiah Canaan,Away,2.909090909090909,10.985941429431941,11,PHX,461.45454545454544
Isaiah Canaan,Home,-4.0,9.66091783079296,7,PHX,395.2857142857143
Jared Dudley,Away,3.263157894736842,9.17025448128142,19,PHX,299.3157894736842
Jared Dudley,Home,-2.8,7.365459931328117,25,PHX,237.72
Josh Gray,Away,-14.0,,1,PHX,291.0
Josh Gray,Home,-10.333333333333334,7.76745346515403,3,PHX,304.3333333333333
Josh Jackson,Away,-4.918918918918919,8.067005428074076,37,PHX,440.7837837837838
Josh Jackson,Home,-9.142857142857142,10.457597455334334,35,PHX,457.25714285714287
Marquese Chriss,Away,-3.8181818181818183,9.615919565538654,33,PHX,398.6969696969697
Marquese Chriss,Home,-3.6470588235294117,12.157756852865772,34,PHX,377.44117647058823
Mike James,Away,1.4666666666666666,9.463211978624432,15,PHX,372.3333333333333
Mike James,Home,-4.4,9.348796714016194,15,PHX,365.26666666666665
Shaquille Harrison,Away,2.5,11.981045636565055,12,PHX,307.0
Shaquille Harrison,Home,1.0909090909090908,3.330301651638946,11,PHX,322.72727272727275
TJ Warren,Away,-6.586206896551724,12.19343277980672,29,PHX,596.8965517241379
TJ Warren,Home,-6.290322580645161,16.301724956554132,31,PHX,611.7096774193549
Troy Daniels,Away,-2.810810810810811,10.87003485080235,37,PHX,378.7027027027027
Troy Daniels,Home,-9.405405405405405,10.356048848269678,37,PHX,368.4594594594595
Tyler Ulis,Away,-5.264705882352941,8.046489253383294,34,PHX,433.5882352941176
Tyler Ulis,Home,-3.303030303030303,10.57262044293197,33,PHX,414.57575757575756
Tyson Chandler,Away,-6.5,12.325300948790698,24,PHX,452.2083333333333
Tyson Chandler,Home,-4.470588235294118,13.638720830134801,17,PHX,456.94117647058823
