,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Bogdan Bogdanovic,Away,-5.1891891891891895,10.908299179569243,37,SAC,515.5135135135135
Bogdan Bogdanovic,Home,-4.371428571428571,9.28339984084721,35,SAC,539.2
Bruno Caboclo,Away,-2.0,2.6457513110645907,3,SAC,161.33333333333334
Bruno Caboclo,Home,-0.14285714285714285,6.22972903178973,7,SAC,159.28571428571428
Buddy Hield,Away,-3.0555555555555554,11.109698322879735,36,SAC,435.1111111111111
Buddy Hield,Home,-0.5277777777777778,11.390437370534263,36,SAC,500.55555555555554
De'Aaron Fox,Away,-5.5,11.14164995125783,34,SAC,512.4705882352941
De'Aaron Fox,Home,-5.774193548387097,9.247376843982495,31,SAC,511.741935483871
Frank Mason,Away,0.13636363636363635,9.813962136357201,22,SAC,324.8181818181818
Frank Mason,Home,-0.8333333333333334,8.770834409101797,24,SAC,378.7916666666667
Garrett Temple,Away,-3.310344827586207,9.388836259378406,29,SAC,468.0344827586207
Garrett Temple,Home,-4.333333333333333,10.426535554927193,30,SAC,425.1
George Hill,Away,-9.210526315789474,8.960276207104464,19,SAC,493.5263157894737
George Hill,Home,-3.0,9.018499505645789,19,SAC,518.421052631579
Georgios Papagiannis,Away,-4.090909090909091,5.735059641443068,11,SAC,184.36363636363637
Georgios Papagiannis,Home,3.6,4.722287581247038,5,SAC,97.2
JaKarr Sampson,Away,-0.6363636363636364,8.200886870000431,11,SAC,306.09090909090907
JaKarr Sampson,Home,-0.5,5.01426536422407,8,SAC,211.375
Jack Cooley,Away,-2.25,9.673847907287634,4,SAC,170.0
Jack Cooley,Home,-5.0,2.8284271247461903,2,SAC,219.5
Justin Jackson,Away,-5.161290322580645,9.423717504939505,31,SAC,425.5806451612903
Justin Jackson,Home,-1.3870967741935485,8.647455962516139,31,SAC,391.5806451612903
Kosta Koufos,Away,-5.3,9.955591047418945,30,SAC,363.06666666666666
Kosta Koufos,Home,-1.2647058823529411,8.621006140849827,34,SAC,345.20588235294116
Malachi Richardson,Away,-4.5,12.851718432438,10,SAC,296.8
Malachi Richardson,Home,-0.3076923076923077,6.00533950448287,13,SAC,182.15384615384616
Nigel Hayes,Away,-3.75,6.238322424070967,4,SAC,315.75
Skal Labissiere,Away,-3.125,7.023640205700349,24,SAC,339.6666666666667
Skal Labissiere,Home,-0.6206896551724138,8.985757751271288,29,SAC,423.1034482758621
Vince Carter,Away,0.2692307692307692,8.692791000859009,26,SAC,344.9230769230769
Vince Carter,Home,-2.76,10.21551108200988,25,SAC,301.6
Willie Cauley-Stein,Away,-3.909090909090909,10.05100628159824,33,SAC,514.3636363636364
Willie Cauley-Stein,Home,-5.151515151515151,10.825667450904621,33,SAC,529.5151515151515
Zach Randolph,Away,-7.222222222222222,12.049045073344491,27,SAC,491.037037037037
Zach Randolph,Home,-5.115384615384615,7.10113750367882,26,SAC,504.84615384615387
