,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Anthony Davis,Away,0.8157894736842105,13.385864394057728,38,NOP,655.1315789473684
Anthony Davis,Home,5.658536585365853,14.59042452449133,41,NOP,714.5365853658536
Charles Cooke,Away,-2.8333333333333335,6.911343333004567,6,NOP,68.83333333333333
Charles Cooke,Home,1.0,3.0822070014844885,5,NOP,36.0
Cheick Diallo,Away,-1.0714285714285714,7.20045559992983,28,NOP,205.53571428571428
Cheick Diallo,Home,-3.357142857142857,8.7779786997298,28,NOP,210.89285714285714
Dante Cunningham,Away,0.375,12.430021511751647,24,NOP,383.3333333333333
Dante Cunningham,Home,-1.52,10.075217119248597,25,NOP,415.64
Darius Miller,Away,1.0952380952380953,9.950633081488624,42,NOP,469.8809523809524
Darius Miller,Home,-0.5116279069767442,10.37710871977642,43,NOP,422.3488372093023
DeAndre Liggins,Away,-6.0,7.023769168568493,10,NOP,164.6
DeAndre Liggins,Home,-2.375,6.652067347825036,16,NOP,171.75
DeMarcus Cousins,Away,1.608695652173913,11.372771032101921,23,NOP,664.8260869565217
DeMarcus Cousins,Home,2.0869565217391304,14.472271429053752,23,NOP,696.2173913043479
E'Twaun Moore,Away,2.7857142857142856,11.775409918369915,42,NOP,580.3333333333334
E'Twaun Moore,Home,0.8863636363636364,12.927734579309151,44,NOP,615.3181818181819
Emeka Okafor,Away,2.5,8.784455968736292,10,NOP,217.3
Emeka Okafor,Home,-1.6,8.894621167553215,15,NOP,277.3333333333333
Ian Clark,Away,-1.5128205128205128,10.869735373895516,39,NOP,365.35897435897436
Ian Clark,Home,0.475,8.929890745017474,40,NOP,388.575
Jalen Jones,Away,-7.0,0.0,2,NOP,144.0
Jalen Jones,Home,2.5,4.949747468305833,2,NOP,47.0
Jameer Nelson,Away,0.5789473684210527,11.495486019756163,19,NOP,408.7368421052632
Jameer Nelson,Home,-2.1363636363636362,12.63892496387348,22,NOP,370.40909090909093
Jordan Crawford,Away,-1.0,7.211102550927978,3,NOP,184.33333333333334
Jordan Crawford,Home,-5.333333333333333,6.6583281184793925,3,NOP,275.0
Josh Smith,Home,-1.5,2.1213203435596424,2,NOP,57.0
Jrue Holiday,Away,2.9761904761904763,13.784912387237345,42,NOP,668.6904761904761
Jrue Holiday,Home,4.1395348837209305,13.975457050791434,43,NOP,686.2325581395348
Larry Drew II,Away,-10.0,,1,NOP,419.0
Larry Drew II,Home,-0.8,4.147288270665545,5,NOP,132.6
Mike James,Away,1.5,0.7071067811865476,2,NOP,123.0
Mike James,Home,-6.0,2.8284271247461903,2,NOP,77.0
Nikola Mirotic,Away,2.5294117647058822,13.675332020918281,17,NOP,628.7058823529412
Nikola Mirotic,Home,2.0526315789473686,13.376902499003132,19,NOP,528.421052631579
Omer Asik,Away,-3.0,7.293833011524187,6,NOP,159.5
Omer Asik,Home,1.75,11.58508893855743,8,NOP,184.25
Rajon Rondo,Away,-2.323529411764706,12.124906968053702,34,NOP,525.1764705882352
Rajon Rondo,Home,3.081081081081081,13.988841542017969,37,NOP,496.5135135135135
Solomon Hill,Away,-7.0,6.502746672423452,8,NOP,280.625
Solomon Hill,Home,2.090909090909091,9.761706259200238,11,NOP,289.0
Tony Allen,Away,-1.7272727272727273,6.325992555969523,11,NOP,209.63636363636363
Tony Allen,Home,1.3,6.783149055645992,10,NOP,220.5
Walter Lemon Jr.,Away,-3.5,2.1213203435596424,2,NOP,135.0
Walter Lemon Jr.,Home,-3.6666666666666665,5.507570547286102,3,NOP,166.0
