,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Courtney Lee,Away,-6.1875,11.825171348414145,32,NYK,585.6875
Courtney Lee,Home,-2.3157894736842106,12.324673699222977,38,NYK,561.4736842105264
Damyean Dotson,Away,-1.0,4.676180777800049,16,NYK,192.625
Damyean Dotson,Home,-1.1304347826086956,8.838471421863556,23,NYK,206.1304347826087
Doug McDermott,Away,-4.75,8.77867970661331,24,NYK,336.4583333333333
Doug McDermott,Home,1.8148148148148149,10.561311970646003,27,NYK,412.77777777777777
Emmanuel Mudiay,Away,-7.444444444444445,9.773831274263832,9,NYK,448.55555555555554
Emmanuel Mudiay,Home,-8.181818181818182,9.195848865854439,11,NYK,372.45454545454544
Enes Kanter,Away,-5.21875,11.361321978395567,32,NYK,485.8125
Enes Kanter,Home,0.2727272727272727,11.611612526025207,33,NYK,490.3333333333333
Frank Ntilikina,Away,-2.742857142857143,8.74253583196027,35,NYK,392.34285714285716
Frank Ntilikina,Home,1.8108108108108107,9.12821583467023,37,NYK,385.2162162162162
Isaiah Hicks,Away,-1.1428571428571428,12.772738827004064,7,NYK,222.71428571428572
Isaiah Hicks,Home,-1.4444444444444444,4.216370213557839,9,NYK,261.1111111111111
Jarrett Jack,Away,-2.4814814814814814,9.970612088187234,27,NYK,464.44444444444446
Jarrett Jack,Home,1.935483870967742,9.605330061554254,31,NYK,474.80645161290323
Joakim Noah,Away,0.5,4.654746681256314,4,NYK,114.0
Joakim Noah,Home,-4.0,4.242640687119285,2,NYK,32.0
Kristaps Porzingis,Away,-3.7142857142857144,12.546484994383317,21,NYK,581.5238095238095
Kristaps Porzingis,Home,3.52,10.859404526338755,25,NYK,578.32
Kyle O'Quinn,Away,-2.3548387096774195,7.378113521746934,31,NYK,317.16129032258067
Kyle O'Quinn,Home,0.8,9.985117130137438,40,NYK,366.425
Lance Thomas,Away,-5.083333333333333,6.124307541032118,36,NYK,343.0833333333333
Lance Thomas,Home,1.393939393939394,10.130212836915724,33,NYK,326.72727272727275
Luke Kornet,Away,-1.5454545454545454,8.250619811427944,11,NYK,264.27272727272725
Luke Kornet,Home,-8.375,11.648881000827014,8,NYK,365.875
Michael Beasley,Away,-3.676470588235294,8.477137124787005,34,NYK,433.55882352941177
Michael Beasley,Home,-0.2647058823529412,11.217704684815068,34,NYK,407.38235294117646
Ramon Sessions,Away,-6.2,12.275992831539126,5,NYK,208.8
Ramon Sessions,Home,0.2857142857142857,7.5875838427939994,7,NYK,213.14285714285714
Ron Baker,Away,1.588235294117647,8.284464553679765,17,NYK,219.23529411764707
Ron Baker,Home,2.5555555555555554,5.681353516353104,9,NYK,299.8888888888889
Tim Hardaway Jr.,Away,-5.833333333333333,11.860297916438132,24,NYK,599.875
Tim Hardaway Jr.,Home,1.3793103448275863,13.452067799368903,29,NYK,625.6551724137931
Trey Burke,Away,-1.5263157894736843,9.287796180727527,19,NYK,386.0
Trey Burke,Home,-1.4666666666666666,11.709987597081797,15,NYK,498.93333333333334
Troy Williams,Away,-1.375,4.808846015417836,8,NYK,317.375
Troy Williams,Home,3.2857142857142856,9.793097666456815,7,NYK,362.85714285714283
Willy Hernangomez,Away,-2.6153846153846154,6.158171556807826,13,NYK,218.6153846153846
Willy Hernangomez,Home,1.4,4.9035134795822115,10,NYK,101.5
