,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Antonio Blakeney,Away,-0.2727272727272727,9.220530452104251,11,CHI,277.72727272727275
Antonio Blakeney,Home,-0.3333333333333333,7.633260552782583,6,CHI,355.6666666666667
Bobby Portis,Away,-0.5294117647058824,11.871114149844795,34,CHI,423.2647058823529
Bobby Portis,Home,-1.0,13.908793817385657,34,CHI,426.11764705882354
Cameron Payne,Away,-4.25,15.351191840019814,12,CHI,384.0
Cameron Payne,Home,-0.6363636363636364,10.50973574618056,11,CHI,448.90909090909093
Cristiano Felicio,Away,-6.555555555555555,10.016652800877813,27,CHI,302.74074074074076
Cristiano Felicio,Home,-5.695652173913044,10.877143603190449,23,CHI,307.7391304347826
David Nwaba,Away,-4.827586206896552,9.580743206771,29,CHI,419.82758620689657
David Nwaba,Home,-2.176470588235294,11.925197636975536,34,CHI,432.8529411764706
Denzel Valentine,Away,-5.571428571428571,11.912143369850178,35,CHI,491.62857142857143
Denzel Valentine,Home,-1.6388888888888888,10.688185140018,36,CHI,517.3055555555555
Jarell Eddie,Home,11.0,,1,CHI,23.0
Jerian Grant,Away,-5.03125,9.361845610017633,32,CHI,430.0625
Jerian Grant,Home,-3.0,11.19611277079999,35,CHI,425.8285714285714
Justin Holiday,Away,-5.34375,13.613582816318937,32,CHI,603.0625
Justin Holiday,Home,0.8787878787878788,11.778575825830918,33,CHI,590.6363636363636
Kay Felder,Away,-6.0,7.5099933422074345,6,CHI,231.5
Kay Felder,Home,-2.0,4.203173404306164,7,CHI,114.85714285714286
Kris Dunn,Away,-7.913043478260869,12.22111824774216,23,CHI,574.9130434782609
Kris Dunn,Home,-1.0833333333333333,10.688948647477252,24,CHI,540.25
Lauri Markkanen,Away,-9.633333333333333,12.794080887157408,30,CHI,551.6333333333333
Lauri Markkanen,Home,-1.9090909090909092,12.610421375700627,33,CHI,564.4242424242424
Nikola Mirotic,Away,3.3333333333333335,6.855654600401044,9,CHI,496.22222222222223
Nikola Mirotic,Home,2.857142857142857,10.819193364338446,14,CHI,471.5
Noah Vonleh,Away,-0.8,10.174041041351815,10,CHI,373.7
Noah Vonleh,Home,-1.6666666666666667,11.269427669584644,9,CHI,315.1111111111111
Omer Asik,Away,-2.0,1.4142135623730951,2,CHI,322.5
Omer Asik,Home,-14.0,,1,CHI,357.0
Paul Zipser,Away,-3.782608695652174,6.487446070815474,23,CHI,304.17391304347825
Paul Zipser,Home,-3.12,10.059489715355015,25,CHI,248.64
Quincy Pondexter,Away,-5.333333333333333,5.8826916123540425,12,CHI,138.91666666666666
Quincy Pondexter,Home,-2.3333333333333335,6.244997998398398,9,CHI,133.88888888888889
Robin Lopez,Away,-5.633333333333334,11.642618894073776,30,CHI,498.4
Robin Lopez,Home,-0.8275862068965517,13.142268138440189,29,CHI,494.8965517241379
Ryan Arcidiacono,Away,2.6153846153846154,7.388487232833497,13,CHI,244.15384615384616
Ryan Arcidiacono,Home,-4.0,7.745966692414834,9,CHI,209.66666666666666
Sean Kilpatrick,Away,-3.0,5.873670062235365,5,CHI,407.8
Sean Kilpatrick,Home,-5.0,7.54983443527075,3,CHI,574.3333333333334
Zach LaVine,Away,-9.454545454545455,9.983622953253356,11,CHI,532.0909090909091
Zach LaVine,Home,-3.0833333333333335,14.14508159514583,12,CHI,541.75
