,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Darrell Arthur,Away,-2.6,5.232377832092956,10,DEN,174.7
Darrell Arthur,Home,-0.75,4.234214381508266,8,DEN,130.625
Devin Harris,Away,2.7142857142857144,9.871704485576412,14,DEN,438.64285714285717
Devin Harris,Home,-4.090909090909091,5.281184440152521,11,DEN,309.45454545454544
Emmanuel Mudiay,Away,-7.555555555555555,10.66727939416619,18,DEN,348.72222222222223
Emmanuel Mudiay,Home,0.5294117647058824,7.6413157167043515,17,DEN,329.29411764705884
Gary Harris,Away,-1.6,15.668109495801138,30,DEN,679.5
Gary Harris,Home,7.518518518518518,14.742326218619041,27,DEN,678.5555555555555
Jamal Murray,Away,0.15789473684210525,14.037644978028215,38,DEN,620.2631578947369
Jamal Murray,Home,5.757575757575758,12.663999918643162,33,DEN,635.8787878787879
Juan Hernangomez,Away,-3.5833333333333335,7.038315053184164,12,DEN,231.58333333333334
Juan Hernangomez,Home,3.8333333333333335,8.232051182218601,6,DEN,214.33333333333334
Juancho Hernangomez,Away,0.0,1.0,3,DEN,45.0
Juancho Hernangomez,Home,-3.5,3.5355339059327378,2,DEN,385.0
Kenneth Faried,Away,-6.071428571428571,7.0215523783703135,14,DEN,322.2142857142857
Kenneth Faried,Home,2.0,8.29019135649309,12,DEN,252.16666666666666
Malik Beasley,Away,-0.1935483870967742,6.451973108224129,31,DEN,189.58064516129033
Malik Beasley,Home,-1.173913043478261,8.456585244180708,23,DEN,165.3913043478261
Mason Plumlee,Away,-0.9714285714285714,9.105543606493129,35,DEN,385.8
Mason Plumlee,Home,0.2413793103448276,8.662955501995647,29,DEN,349.17241379310343
Monte Morris,Away,-2.5,2.1213203435596424,2,DEN,250.5
Monte Morris,Home,-2.0,,1,DEN,7.0
Nikola Jokic,Away,0.3333333333333333,12.46160770794309,33,DEN,630.2424242424242
Nikola Jokic,Home,9.09375,10.99078609710234,32,DEN,652.65625
Paul Millsap,Away,-0.7777777777777778,15.924659219017217,18,DEN,569.0
Paul Millsap,Home,7.3125,15.793326649780493,16,DEN,571.875
Richard Jefferson,Away,-4.444444444444445,4.772607021092118,9,DEN,186.33333333333334
Richard Jefferson,Home,-1.0,8.789197915623474,9,DEN,153.77777777777777
Torrey Craig,Away,-1.3333333333333333,5.562479345632506,18,DEN,319.1111111111111
Torrey Craig,Home,0.26666666666666666,5.133457017681257,15,DEN,339.0
Trey Lyles,Away,0.38235294117647056,8.297552417073483,34,DEN,388.2647058823529
Trey Lyles,Home,0.3870967741935484,7.351541422744116,31,DEN,312.48387096774195
Tyler Lydon,Away,-6.0,,1,DEN,41.0
Will Barton,Away,-2.6578947368421053,15.434738488385102,38,DEN,641.1315789473684
Will Barton,Home,5.7272727272727275,11.281269673868517,33,DEN,624.5151515151515
Wilson Chandler,Away,-1.1111111111111112,13.907403532502858,36,DEN,616.6111111111111
Wilson Chandler,Home,4.206896551724138,13.406766176462721,29,DEN,625.6551724137931
