,,PlusMinus,PlusMinus,GameID,Seconds
,,mean,std,count,mean
player,HomeAway,,,,
Aaron Gordon,Away,-2.8636363636363638,12.139253348598993,22,654.6363636363636
Aaron Gordon,Home,0.4,11.81453906563152,25,606.28
Abdel Nader,Away,-3.4782608695652173,6.754591470167071,23,157.69565217391303
Abdel Nader,Home,-0.6923076923076923,7.877914601056453,26,162.30769230769232
Adreian Payne,Away,-3.6666666666666665,15.821925715074425,3,169.66666666666666
Adreian Payne,Home,-1.5,0.7071067811865476,2,113.0
Al Horford,Away,2.9473684210526314,11.467810103210645,38,599.4473684210526
Al Horford,Home,3.95,10.570762774796608,40,610.9
Al-Farouq Aminu,Away,3.393939393939394,13.451160251859768,33,580.1212121212121
Al-Farouq Aminu,Home,2.71875,12.967041035864986,32,564.53125
Alex Caruso,Away,2.0,8.135220844071672,12,213.66666666666666
Alex Caruso,Home,0.8571428571428571,12.11315695549973,21,301.3333333333333
Andre Ingram,Away,23.0,,1,773.0
Andre Ingram,Home,-4.0,,1,510.0
Andrew Bogut,Away,-0.18181818181818182,7.480884731342702,11,136.45454545454547
Andrew Bogut,Home,-1.8181818181818181,6.030226891555273,11,146.8181818181818
Andrew Harrison,Away,-0.7916666666666666,10.8986603351719,24,405.7083333333333
Andrew Harrison,Home,-6.620689655172414,7.8894766850870415,29,414.13793103448273
Antonio Blakeney,Away,-0.2727272727272727,9.220530452104251,11,277.72727272727275
Antonio Blakeney,Home,-0.3333333333333333,7.633260552782583,6,355.6666666666667
Aron Baynes,Away,-0.075,8.573625328998887,40,317.75
Aron Baynes,Home,3.108695652173913,9.065755495562076,46,328.89130434782606
Arron Afflalo,Away,-0.7727272727272727,7.077340219937472,22,245.22727272727272
Arron Afflalo,Home,-3.1818181818181817,11.265777776866935,22,225.3181818181818
Bam Adebayo,Away,-0.23529411764705882,8.634177413502872,34,351.55882352941177
Bam Adebayo,Home,-0.6774193548387096,13.84289732865244,31,366.16129032258067
Ben McLemore,Away,-7.551724137931035,8.858354438029316,29,368.62068965517244
Ben McLemore,Home,-4.375,10.341190327583394,24,287.7916666666667
Bismack Biyombo,Away,-5.676470588235294,8.84451752194988,34,309.5882352941176
Bismack Biyombo,Home,-4.5588235294117645,7.504306547296241,34,320.8529411764706
Bobby Portis,Away,-0.5294117647058824,11.871114149844795,34,423.2647058823529
Bobby Portis,Home,-1.0,13.908793817385657,34,426.11764705882354
Brandan Wright,Away,-1.7692307692307692,6.313396420230109,13,226.84615384615384
