,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Alex Abrines,Away,-1.3333333333333333,9.633639890708997,39,OKC,269.94871794871796
Alex Abrines,Home,2.085714285714286,10.21927656174243,35,OKC,274.45714285714286
Andre Roberson,Away,4.117647058823529,13.559509361243387,17,OKC,447.6470588235294
Andre Roberson,Home,8.058823529411764,14.720184221993003,17,OKC,464.2352941176471
Carmelo Anthony,Away,2.075,13.702680815755052,40,OKC,599.05
Carmelo Anthony,Home,4.8,12.148105637844745,35,OKC,572.2857142857143
Corey Brewer,Away,0.45454545454545453,13.574709104534332,11,OKC,510.8181818181818
Corey Brewer,Home,-0.08333333333333333,12.153999217117672,12,OKC,519.5833333333334
Dakari Johnson,Away,0.375,4.964876634922563,16,OKC,77.0
Dakari Johnson,Home,2.3333333333333335,8.18350151033755,12,OKC,116.25
Daniel Hamilton,Away,-0.6666666666666666,9.451631252505216,3,OKC,121.33333333333333
Daniel Hamilton,Home,-3.6666666666666665,2.0816659994661326,3,OKC,24.333333333333332
Jerami Grant,Away,-0.8048780487804879,10.543290549432662,41,OKC,365.3414634146341
Jerami Grant,Home,2.4864864864864864,9.58187415448107,37,OKC,357.13513513513516
Josh Huestis,Away,2.0,7.6773157073672715,35,OKC,239.14285714285714
Josh Huestis,Home,2.4193548387096775,8.693960330974553,31,OKC,246.29032258064515
Kyle Singler,Away,0.6666666666666666,4.88535225614967,6,OKC,119.83333333333333
Kyle Singler,Home,0.0,4.396968652757639,4,OKC,27.5
Nick Collison,Away,0.875,7.661359446692772,8,OKC,112.625
Nick Collison,Home,-2.2,1.6431676725154984,5,OKC,81.4
PJ Dozier,Away,0.0,,1,OKC,53.0
PJ Dozier,Home,-2.0,,1,OKC,0.0
Patrick Patterson,Away,-1.9047619047619047,9.529951561849424,42,OKC,294.57142857142856
Patrick Patterson,Home,-1.2162162162162162,7.539286494147893,37,OKC,226.21621621621622
Paul George,Away,0.7317073170731707,14.193351243177036,41,OKC,679.5121951219512
Paul George,Home,3.9722222222222223,12.313723148494844,36,OKC,639.6666666666666
Raymond Felton,Away,-1.0238095238095237,9.371696088360421,42,OKC,304.14285714285717
Raymond Felton,Home,-1.2432432432432432,8.95484166187148,37,OKC,260.64864864864865
Russell Westbrook,Away,2.707317073170732,13.002391900029442,41,OKC,672.7073170731708
Russell Westbrook,Home,7.694444444444445,13.255337349685533,36,OKC,650.3055555555555
Steven Adams,Away,2.15,13.115952314956209,40,OKC,598.725
Steven Adams,Home,5.9393939393939394,13.21916079489209,33,OKC,581.030303030303
Terrance Ferguson,Away,-2.484848484848485,10.003503174267292,33,OKC,224.3030303030303
Terrance Ferguson,Home,-0.38095238095238093,6.3362148833210385,21,OKC,211.95238095238096
