,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Al-Farouq Aminu,Away,3.393939393939394,13.451160251859768,33,POR,580.1212121212121
Al-Farouq Aminu,Home,2.71875,12.967041035864986,32,POR,564.53125
CJ McCollum,Away,-1.5405405405405406,12.798859746509091,37,POR,698.1081081081081
CJ McCollum,Home,3.8461538461538463,12.105976039561837,39,POR,697.5897435897435
Caleb Swanigan,Away,3.0,8.259674462242579,10,POR,121.6
Caleb Swanigan,Home,-1.8125,7.7047063539112255,16,POR,122.5625
Damian Lillard,Away,2.75,13.212896925401724,32,POR,687.3125
Damian Lillard,Home,5.945945945945946,10.824216538099359,37,POR,694.3513513513514
Ed Davis,Away,-0.5714285714285714,9.980232563262577,35,POR,327.34285714285716
Ed Davis,Home,2.8684210526315788,7.9735069859981325,38,POR,355.5263157894737
Evan Turner,Away,-1.3823529411764706,13.484030298237208,34,POR,488.3529411764706
Evan Turner,Home,1.0,10.973652656776547,39,POR,468.0769230769231
Georgios Papagiannis,Away,15.0,,1,POR,46.0
Jake Layman,Away,1.1176470588235294,5.829690739451541,17,POR,93.82352941176471
Jake Layman,Home,-2.7142857142857144,4.103067734654746,14,POR,67.78571428571429
Jusuf Nurkic,Away,1.2162162162162162,11.754751131954015,37,POR,524.4324324324324
Jusuf Nurkic,Home,2.4473684210526314,10.859539008734169,38,POR,482.44736842105266
Maurice Harkless,Away,-1.1481481481481481,12.53826053358189,27,POR,386.6666666666667
Maurice Harkless,Home,0.6551724137931034,7.489401378276244,29,POR,438.62068965517244
Meyers Leonard,Away,-0.8,4.872664275615255,15,POR,126.4
Meyers Leonard,Home,-0.06666666666666667,4.605379876787995,15,POR,162.46666666666667
Noah Vonleh,Away,0.21428571428571427,6.985463713791899,14,POR,272.35714285714283
Noah Vonleh,Home,-1.6666666666666667,10.714920616109287,15,POR,283.4
Pat Connaughton,Away,0.5263157894736842,9.59655580700916,38,POR,318.89473684210526
Pat Connaughton,Home,1.641025641025641,10.032807183087368,39,POR,343.8974358974359
Shabazz Napier,Away,0.45714285714285713,9.322152166125768,35,POR,403.2857142857143
Shabazz Napier,Home,1.8484848484848484,9.165564672052438,33,POR,362.42424242424244
Wade Baldwin IV,Away,6.2,5.585696017507576,5,POR,278.2
Wade Baldwin IV,Home,-3.0,5.796550698475776,6,POR,72.5
Zach Collins,Away,-3.129032258064516,8.293539395151187,31,POR,282.0
Zach Collins,Home,2.7096774193548385,7.581528202972875,31,POR,302.9032258064516
