,,PlusMinus,PlusMinus,GameID,Team,Seconds
,,mean,std,count,first,mean
player,HomeAway,,,,,
Amir Johnson,Away,-1.925,9.260856414957614,40,PHI,287.95
Amir Johnson,Home,2.2777777777777777,8.706684168289854,36,PHI,261.55555555555554
Ben Simmons,Away,0.8372093023255814,11.495196165517184,43,PHI,623.8372093023256
Ben Simmons,Home,6.619047619047619,10.786062327571749,42,PHI,615.4761904761905
Dario Saric,Away,-1.175,9.28988283440233,40,PHI,565.325
Dario Saric,Home,6.097560975609756,12.970745695696873,41,PHI,530.1951219512196
Demetrius Jackson,Away,0.0,,1,PHI,168.0
Demetrius Jackson,Home,-17.0,,1,PHI,189.0
Ersan Ilyasova,Away,5.4,9.272077899339962,15,PHI,400.2
Ersan Ilyasova,Home,2.533333333333333,8.2968726179263,15,PHI,440.8
Furkan Korkmaz,Away,-4.25,3.947573094109004,4,PHI,179.0
Furkan Korkmaz,Home,-3.1666666666666665,6.554896388705672,6,PHI,76.5
JJ Redick,Away,1.8,12.172292548339156,35,PHI,566.8571428571429
JJ Redick,Home,6.205128205128205,14.155488961752212,39,PHI,549.1538461538462
Jacob Pullen,Away,0.0,,1,PHI,67.0
Jahlil Okafor,Away,-10.0,8.48528137423857,2,PHI,234.5
James Michael McAdoo,Away,-0.5,0.7071067811865476,2,PHI,93.0
James Michael McAdoo,Home,2.0,,1,PHI,154.0
James Young,Away,-1.3333333333333333,5.686240703077327,3,PHI,170.33333333333334
James Young,Home,-7.333333333333333,11.930353445448853,3,PHI,146.66666666666666
Jerryd Bayless,Away,0.35294117647058826,12.32852980118974,17,PHI,450.1764705882353
Jerryd Bayless,Home,-3.25,7.275590046608989,20,PHI,385.05
Joel Embiid,Away,5.5,12.836440065235653,32,PHI,576.21875
Joel Embiid,Home,8.82857142857143,11.808485768059077,35,PHI,528.8285714285714
Justin Anderson,Away,-2.0434782608695654,6.6296733833546035,23,PHI,213.34782608695653
Justin Anderson,Home,-2.4444444444444446,10.869396986478744,18,PHI,221.61111111111111
Larry Drew II,Away,-0.5,4.949747468305833,2,PHI,18.5
Larry Drew II,Home,-5.0,,1,PHI,221.0
Marco Belinelli,Away,3.0,13.416407864998737,18,PHI,489.94444444444446
Marco Belinelli,Home,6.705882352941177,10.803730292602372,17,PHI,484.52941176470586
Markelle Fultz,Away,-4.142857142857143,12.772738827004064,7,PHI,288.14285714285717
Markelle Fultz,Home,4.285714285714286,6.921326600064608,7,PHI,265.0
Nik Stauskas,Away,-2.5,5.196152422706632,4,PHI,103.0
Nik Stauskas,Home,-2.0,5.656854249492381,2,PHI,123.5
Richaun Holmes,Away,0.0,6.561068437961843,22,PHI,271.1363636363636
Richaun Holmes,Home,-2.5652173913043477,7.241459464629046,23,PHI,246.7826086956522
Robert Covington,Away,2.1951219512195124,10.824092368866596,41,PHI,555.9268292682926
Robert Covington,Home,9.119047619047619,11.941324804863068,42,PHI,562.8333333333334
T.J. McConnell,Away,-1.225,9.905935801455817,40,PHI,382.95
T.J. McConnell,Home,1.0256410256410255,9.726489006525535,39,PHI,356.6923076923077
Timothe Luwawu-Cabarrot,Away,-2.037037037037037,9.48878480296803,27,PHI,267.18518518518516
Timothe Luwawu-Cabarrot,Home,-0.22727272727272727,8.975797182698319,22,PHI,267.40909090909093
Trevor Booker,Away,-2.4375,9.337870920789886,16,PHI,289.6875
Trevor Booker,Home,-0.2,9.68946408661048,15,PHI,257.46666666666664
