,HomeTeam,Score,AwayTeam,Date,Ground
0,France,6 - 16,Wales,09 Feb 2013,"Stade de France Paris, France"
1,France,28 - 9,Wales,19 Mar 2011,"Stade de France Paris, France"
2,France,21 - 16,Wales,27 Feb 2009,"Stade de France Paris, France"
3,France,32 - 21,Wales,24 Feb 2007,"Stade de France Paris, France"
4,France,18 - 24,Wales,26 Feb 2005,"Stade de France Paris, France"
5,France,33 - 5,Wales,29 Mar 2003,"Stade de France Paris, France"
6,France,35 - 43,Wales,17 Mar 2001,"Stade de France Paris, France"
7,France,33 - 34,Wales,06 Mar 1999,"Stade de France Paris, France"
8,France,51 - 0,Wales,05 Apr 1998,"Wembley Stadium London, England"
9,France,27 - 22,Wales,15 Feb 1997,"Parc des Princes Paris, France"
10,France,21 - 9,Wales,21 Jan 1995,"Parc des Princes Paris, France"
11,France,26 - 10,Wales,20 Mar 1993,"Parc des Princes Paris, France"
12,France,36 - 3,Wales,02 Mar 1991,"Parc des Princes Paris, France"
13,France,31 - 12,Wales,18 Feb 1989,"Parc des Princes Paris, France"
14,France,16 - 9,Wales,07 Feb 1987,"Parc des Princes Paris, France"
15,France,14 - 3,Wales,30 Mar 1985,"Parc des Princes Paris, France"
16,France,16 - 9,Wales,19 Mar 1983,"Parc des Princes Paris, France"
17,France,19 - 15,Wales,07 Mar 1981,"Parc des Princes Paris, France"
18,France,14 - 13,Wales,17 Feb 1979,"Parc des Princes Paris, France"
19,France,16 - 9,Wales,05 Feb 1977,"Parc des Princes Paris, France"
20,France,10 - 25,Wales,18 Jan 1975,"Parc des Princes Paris, France"
21,France,12 - 3,Wales,24 Mar 1973,"Parc des Princes Paris, France"
22,France,5 - 9,Wales,27 Mar 1971,"Stade Colombes Paris, France"
23,France,8 - 8,Wales,22 Mar 1969,"Stade Colombes Paris, France"
24,France,20 - 14,Wales,01 Apr 1967,"Stade Colombes Paris, France"
25,France,22 - 13,Wales,27 Mar 1965,"Stade Colombes Paris, France"
26,France,5 - 3,Wales,23 Mar 1963,"Stade Colombes Paris, France"
27,France,8 - 6,Wales,25 Mar 1961,"Stade Colombes Paris, France"
28,France,11 - 3,Wales,04 Apr 1959,"Stade Colombes Paris, France"
29,France,13 - 19,Wales,23 Mar 1957,"Stade Colombes Paris, France"
30,France,11 - 16,Wales,26 Mar 1955,"Stade Colombes Paris, France"
31,France,3 - 6,Wales,28 Mar 1953,"Stade Colombes Paris, France"
32,France,8 - 3,Wales,07 Apr 1951,"Stade Colombes Paris, France"
33,France,5 - 3,Wales,26 Mar 1949,"Stade Colombes Paris, France"
34,France,0 - 3,Wales,22 Mar 1947,"Stade Colombes Paris, France"
35,France,0 - 11,Wales,21 Apr 1930,"Stade Colombes Paris, France"
36,France,8 - 3,Wales,09 Apr 1928,"Stade Colombes Paris, France"
37,France,5 - 7,Wales,05 Apr 1926,"Stade Colombes Paris, France"
38,France,6 - 10,Wales,27 Mar 1924,"Stade Colombes Paris, France"
39,France,3 - 11,Wales,23 Mar 1922,"Stade Colombes Paris, France"
40,France,5 - 6,Wales,17 Feb 1920,"Stade Colombes Paris, France"
41,France,8 - 11,Wales,27 Feb 1913,"Parc des Princes Paris, France"
42,France,0 - 15,Wales,28 Feb 1911,"Parc des Princes Paris, France"
43,France,5 - 47,Wales,23 Feb 1909,"Stade Colombes Paris, France"
44,France,13 - 20,Wales,28 Feb 2015,
45,France,20 - 18,Wales,18 Mar 2017,
46,Wales,27 - 6,France,21 Feb 2014,"Millennium Stadium Cardiff, Wales"
47,Wales,16 - 9,France,17 Mar 2012,"Millennium Stadium Cardiff, Wales"
48,Wales,8 - 9,France,15 Oct 2011,"Eden Park Auckland, New Zealand"
49,Wales,20 - 26,France,26 Feb 2010,"Millennium Stadium Cardiff, Wales"
50,Wales,29 - 12,France,15 Mar 2008,"Millennium Stadium Cardiff, Wales"
51,Wales,7 - 34,France,26 Aug 2007,"Millennium Stadium Cardiff, Wales"
52,Wales,16 - 21,France,18 Mar 2006,"Millennium Stadium Cardiff, Wales"
53,Wales,22 - 29,France,07 Mar 2004,"Millennium Stadium Cardiff, Wales"
54,Wales,33 - 37,France,16 Feb 2002,"Millennium Stadium Cardiff, Wales"
55,Wales,3 - 36,France,05 Feb 2000,"Millennium Stadium Cardiff, Wales"
56,Wales,34 - 23,France,28 Aug 1999,"Millennium Stadium Cardiff, Wales"
57,Wales,33 - 40,France,25 Sep 1996,"Millennium Stadium Cardiff, Wales"
58,Wales,16 - 15,France,16 Mar 1996,"Millennium Stadium Cardiff, Wales"
59,Wales,24 - 15,France,19 Feb 1994,"Millennium Stadium Cardiff, Wales"
60,Wales,9 - 12,France,01 Feb 1992,"Millennium Stadium Cardiff, Wales"
61,Wales,9 - 22,France,04 Sep 1991,"Millennium Stadium Cardiff, Wales"
62,Wales,19 - 29,France,20 Jan 1990,"Millennium Stadium Cardiff, Wales"
63,Wales,9 - 10,France,19 Mar 1988,"Millennium Stadium Cardiff, Wales"
