,HomeTeam,Score,AwayTeam,Date,Ground
0,England,38 - 18,Scotland,02 Feb 2013,"Twickenham London, England"
1,England,16 - 12,Scotland,01 Oct 2011,"Eden Park Auckland, New Zealand"
2,England,22 - 16,Scotland,13 Mar 2011,"Twickenham London, England"
3,England,26 - 12,Scotland,21 Mar 2009,"Twickenham London, England"
4,England,42 - 20,Scotland,03 Feb 2007,"Twickenham London, England"
5,England,43 - 22,Scotland,19 Mar 2005,"Twickenham London, England"
6,England,40 - 9,Scotland,22 Mar 2003,"Twickenham London, England"
7,England,43 - 3,Scotland,03 Mar 2001,"Twickenham London, England"
8,England,24 - 21,Scotland,20 Feb 1999,"Twickenham London, England"
9,England,41 - 13,Scotland,01 Feb 1997,"Twickenham London, England"
10,England,24 - 12,Scotland,18 Mar 1995,"Twickenham London, England"
11,England,26 - 12,Scotland,06 Mar 1993,"Twickenham London, England"
12,England,21 - 12,Scotland,16 Feb 1991,"Twickenham London, England"
13,England,12 - 12,Scotland,04 Feb 1989,"Twickenham London, England"
14,England,21 - 12,Scotland,04 Apr 1987,"Twickenham London, England"
15,England,10 - 7,Scotland,16 Mar 1985,"Twickenham London, England"
16,England,12 - 22,Scotland,05 Mar 1983,"Twickenham London, England"
17,England,23 - 17,Scotland,21 Feb 1981,"Twickenham London, England"
18,England,7 - 7,Scotland,03 Feb 1979,"Twickenham London, England"
19,England,26 - 6,Scotland,15 Jan 1977,"Twickenham London, England"
20,England,7 - 6,Scotland,15 Mar 1975,"Twickenham London, England"
21,England,20 - 13,Scotland,17 Mar 1973,"Twickenham London, England"
22,England,15 - 16,Scotland,20 Mar 1971,"Twickenham London, England"
23,England,8 - 3,Scotland,15 Mar 1969,"Twickenham London, England"
24,England,27 - 14,Scotland,18 Mar 1967,"Twickenham London, England"
25,England,3 - 3,Scotland,20 Mar 1965,"Twickenham London, England"
26,England,10 - 8,Scotland,16 Mar 1963,"Twickenham London, England"
27,England,6 - 0,Scotland,18 Mar 1961,"Twickenham London, England"
28,England,3 - 3,Scotland,21 Mar 1959,"Twickenham London, England"
29,England,16 - 3,Scotland,16 Mar 1957,"Twickenham London, England"
30,England,9 - 6,Scotland,19 Mar 1955,"Twickenham London, England"
31,England,26 - 8,Scotland,21 Mar 1953,"Twickenham London, England"
32,England,5 - 3,Scotland,17 Mar 1951,"Twickenham London, England"
33,England,19 - 3,Scotland,19 Mar 1949,"Twickenham London, England"
34,England,24 - 5,Scotland,15 Mar 1947,"Twickenham London, England"
35,England,16 - 21,Scotland,19 Mar 1938,"Twickenham London, England"
36,England,9 - 8,Scotland,21 Mar 1936,"Twickenham London, England"
37,England,6 - 3,Scotland,17 Mar 1934,"Twickenham London, England"
38,England,16 - 3,Scotland,19 Mar 1932,"Twickenham London, England"
39,England,0 - 0,Scotland,15 Mar 1930,"Twickenham London, England"
40,England,6 - 0,Scotland,17 Mar 1928,"Twickenham London, England"
41,England,9 - 17,Scotland,20 Mar 1926,"Twickenham London, England"
42,England,19 - 0,Scotland,15 Mar 1924,"Twickenham London, England"
43,England,11 - 5,Scotland,18 Mar 1922,"Twickenham London, England"
44,England,13 - 4,Scotland,20 Mar 1920,"Twickenham London, England"
45,England,3 - 0,Scotland,15 Mar 1913,"Twickenham London, England"
46,England,13 - 8,Scotland,18 Mar 1911,"Twickenham London, England"
47,England,8 - 18,Scotland,20 Mar 1909,"Athletic Ground Richmond, England"
48,England,3 - 8,Scotland,16 Mar 1907,"Rectory Field Blackheath, England"
49,England,0 - 8,Scotland,18 Mar 1905,"Athletic Ground Richmond, England"
50,England,6 - 10,Scotland,21 Mar 1903,"Athletic Ground Richmond, England"
51,England,3 - 18,Scotland,09 Mar 1901,"Rectory Field Blackheath, England"
52,England,0 - 5,Scotland,11 Mar 1899,"Rectory Field Blackheath, England"
53,England,12 - 3,Scotland,13 Mar 1897,"Fallowfield Manchester, England"
54,England,3 - 6,Scotland,09 Mar 1895,"Athletic Ground Richmond, England"
55,England,0 - 8,Scotland,04 Mar 1893,"Headingley Leeds, England"
56,England,3 - 9,Scotland,07 Mar 1891,"Athletic Ground Richmond, England"
57,England,1 - 1,Scotland,05 Mar 1887,"Whalley Range Manchester, England"
58,England,3 - 1,Scotland,01 Mar 1884,"Rectory Field Blackheath, England"
59,England,0 - 2,Scotland,04 Mar 1882,"Whalley Range Manchester, England"
60,England,9 - 3,Scotland,28 Feb 1880,"Whalley Range Manchester, England"
61,England,0 - 0,Scotland,04 Mar 1878,"The Oval London, England"
62,England,4 - 0,Scotland,06 Mar 1876,"The Oval London, England"
63,England,3 - 1,Scotland,23 Feb 1874,"The Oval London, England"
64,England,8 - 3,Scotland,05 Feb 1872,"The Oval London, England"
65,England,25 - 13,Scotland,14 Mar 2015,
66,England,61 - 21,Scotland,11 Mar 2017,
67,Scotland,0 - 20,England,08 Feb 2014,"Murrayfield Edinburgh, Scotland"
68,Scotland,6 - 13,England,04 Feb 2012,"Murrayfield Edinburgh, Scotland"
69,Scotland,15 - 15,England,13 Mar 2010,"Murrayfield Edinburgh, Scotland"
70,Scotland,15 - 9,England,08 Mar 2008,"Murrayfield Edinburgh, Scotland"
71,Scotland,18 - 12,England,25 Feb 2006,"Murrayfield Edinburgh, Scotland"
72,Scotland,13 - 35,England,21 Feb 2004,"Murrayfield Edinburgh, Scotland"
73,Scotland,3 - 29,England,02 Feb 2002,"Murrayfield Edinburgh, Scotland"
74,Scotland,19 - 13,England,02 Apr 2000,"Murrayfield Edinburgh, Scotland"
75,Scotland,20 - 34,England,22 Mar 1998,"Murrayfield Edinburgh, Scotland"
76,Scotland,9 - 18,England,02 Mar 1996,"Murrayfield Edinburgh, Scotland"
77,Scotland,14 - 15,England,05 Feb 1994,"Murrayfield Edinburgh, Scotland"
78,Scotland,7 - 25,England,18 Jan 1992,"Murrayfield Edinburgh, Scotland"
79,Scotland,6 - 9,England,26 Oct 1991,"Murrayfield Edinburgh, Scotland"
80,Scotland,13 - 7,England,17 Mar 1990,"Murrayfield Edinburgh, Scotland"
81,Scotland,6 - 9,England,05 Mar 1988,"Murrayfield Edinburgh, Scotland"
82,Scotland,33 - 6,England,15 Feb 1986,"Murrayfield Edinburgh, Scotland"
83,Scotland,18 - 6,England,04 Feb 1984,"Murrayfield Edinburgh, Scotland"
84,Scotland,9 - 9,England,16 Jan 1982,"Murrayfield Edinburgh, Scotland"
85,Scotland,18 - 30,England,15 Mar 1980,"Murrayfield Edinburgh, Scotland"
86,Scotland,0 - 15,England,04 Mar 1978,"Murrayfield Edinburgh, Scotland"
87,Scotland,22 - 12,England,21 Feb 1976,"Murrayfield Edinburgh, Scotland"
88,Scotland,16 - 14,England,02 Feb 1974,"Murrayfield Edinburgh, Scotland"
89,Scotland,23 - 9,England,18 Mar 1972,"Murrayfield Edinburgh, Scotland"
90,Scotland,26 - 6,England,27 Mar 1971,"Murrayfield Edinburgh, Scotland"
91,Scotland,14 - 5,England,21 Mar 1970,"Murrayfield Edinburgh, Scotland"
92,Scotland,6 - 8,England,16 Mar 1968,"Murrayfield Edinburgh, Scotland"
93,Scotland,6 - 3,England,19 Mar 1966,"Murrayfield Edinburgh, Scotland"
94,Scotland,15 - 6,England,21 Mar 1964,"Murrayfield Edinburgh, Scotland"
95,Scotland,3 - 3,England,17 Mar 1962,"Murrayfield Edinburgh, Scotland"
96,Scotland,12 - 21,England,19 Mar 1960,"Murrayfield Edinburgh, Scotland"
97,Scotland,3 - 3,England,15 Mar 1958,"Murrayfield Edinburgh, Scotland"
98,Scotland,6 - 11,England,17 Mar 1956,"Murrayfield Edinburgh, Scotland"
99,Scotland,3 - 13,England,20 Mar 1954,"Murrayfield Edinburgh, Scotland"
100,Scotland,3 - 19,England,15 Mar 1952,"Murrayfield Edinburgh, Scotland"
101,Scotland,13 - 11,England,18 Mar 1950,"Murrayfield Edinburgh, Scotland"
102,Scotland,6 - 3,England,20 Mar 1948,"Murrayfield Edinburgh, Scotland"
103,Scotland,6 - 9,England,18 Mar 1939,"Murrayfield Edinburgh, Scotland"
104,Scotland,3 - 6,England,20 Mar 1937,"Murrayfield Edinburgh, Scotland"
105,Scotland,10 - 7,England,16 Mar 1935,"Murrayfield Edinburgh, Scotland"
106,Scotland,3 - 0,England,18 Mar 1933,"Murrayfield Edinburgh, Scotland"
107,Scotland,28 - 19,England,21 Mar 1931,"Murrayfield Edinburgh, Scotland"
108,Scotland,12 - 6,England,16 Mar 1929,"Murrayfield Edinburgh, Scotland"
109,Scotland,21 - 13,England,19 Mar 1927,"Murrayfield Edinburgh, Scotland"
110,Scotland,14 - 11,England,21 Mar 1925,"Murrayfield Edinburgh, Scotland"
111,Scotland,6 - 8,England,17 Mar 1923,"Inverleith Edinburgh, Scotland"
112,Scotland,0 - 18,England,19 Mar 1921,"Inverleith Edinburgh, Scotland"
113,Scotland,15 - 16,England,21 Mar 1914,"Inverleith Edinburgh, Scotland"
114,Scotland,8 - 3,England,16 Mar 1912,"Inverleith Edinburgh, Scotland"
115,Scotland,5 - 14,England,19 Mar 1910,"Inverleith Edinburgh, Scotland"
116,Scotland,16 - 10,England,21 Mar 1908,"Inverleith Edinburgh, Scotland"
117,Scotland,3 - 9,England,17 Mar 1906,"Inverleith Edinburgh, Scotland"
118,Scotland,6 - 3,England,19 Mar 1904,"Inverleith Edinburgh, Scotland"
119,Scotland,3 - 6,England,15 Mar 1902,"Inverleith Edinburgh, Scotland"
120,Scotland,0 - 0,England,10 Mar 1900,"Inverleith Edinburgh, Scotland"
121,Scotland,3 - 3,England,12 Mar 1898,"Powderhall Edinburgh, Scotland"
122,Scotland,11 - 0,England,14 Mar 1896,"Old Hampden Park Glasgow, Scotland"
123,Scotland,6 - 0,England,17 Mar 1894,"Raeburn Place Edinburgh, Scotland"
124,Scotland,0 - 5,England,05 Mar 1892,"Raeburn Place Edinburgh, Scotland"
125,Scotland,0 - 6,England,01 Mar 1890,"Raeburn Place Edinburgh, Scotland"
126,Scotland,0 - 0,England,13 Mar 1886,"Raeburn Place Edinburgh, Scotland"
127,Scotland,1 - 2,England,03 Mar 1883,"Raeburn Place Edinburgh, Scotland"
128,Scotland,4 - 4,England,19 Mar 1881,"Raeburn Place Edinburgh, Scotland"
129,Scotland,3 - 3,England,10 Mar 1879,"Raeburn Place Edinburgh, Scotland"
130,Scotland,3 - 0,England,05 Mar 1877,"Raeburn Place Edinburgh, Scotland"
131,Scotland,0 - 0,England,08 Mar 1875,"Raeburn Place Edinburgh, Scotland"
132,Scotland,0 - 0,England,03 Mar 1873,"Hamilton Crescent Glasgow, Scotland"
133,Scotland,4 - 1,England,27 Mar 1871,"Raeburn Place Edinburgh, Scotland"
134,Scotland,9 - 15,England,06 Feb 2016,
135,Scotland,25 - 13,England,24 Feb 2018,
